property_id,item_type,group_or_category,name,tooltip
61782961,HIGHLIGHT,room-facility,Mini bar,
61782961,HIGHLIGHT,property-facility,Check-in/out [express],
61782961,HIGHLIGHT,property-facility,Elevator,
61782961,FACILITY,Languages spoken,English,
61782961,FACILITY,Languages spoken,Vietnamese,
61782961,FACILITY,Accessibility,On-site accessible restaurants / lounges,
61782961,FACILITY,Internet access,Free Wi-Fi in all rooms!,
61782961,FACILITY,Internet access,Internet,
61782961,FACILITY,Internet access,Internet services,
61782961,FACILITY,Internet access,Wi-Fi in public areas,
61782961,FACILITY,"Things to do, ways to relax",Private bath,
61782961,FACILITY,"Things to do, ways to relax",Pub crawl,
61782961,FACILITY,"Things to do, ways to relax",Ticket services,
61782961,FACILITY,"Things to do, ways to relax",Tours,
61782961,FACILITY,Cleanliness and safety,Anti-viral cleaning products,
61782961,FACILITY,Cleanliness and safety,Cashless payment service,
61782961,FACILITY,Cleanliness and safety,Daily disinfection in common areas,
61782961,FACILITY,Cleanliness and safety,Doctor/nurse on call,
61782961,FACILITY,Cleanliness and safety,First aid kit,
61782961,FACILITY,Cleanliness and safety,Guest rooms seal after sanitization,
61782961,FACILITY,Cleanliness and safety,Hand sanitizer,
61782961,FACILITY,Cleanliness and safety,Hot water linen and laundry washing,
61782961,FACILITY,Cleanliness and safety,Individually-wrapped food options,
61782961,FACILITY,Cleanliness and safety,Physical distancing of at least 1 meter,
61782961,FACILITY,Cleanliness and safety,Professional-grade sanitizing services,
61782961,FACILITY,Cleanliness and safety,Protective screens in common areas,
61782961,FACILITY,Cleanliness and safety,Room sanitization opt-out available,
61782961,FACILITY,Cleanliness and safety,Rooms sanitized between stays,
61782961,FACILITY,Cleanliness and safety,Safe dining setup,
61782961,FACILITY,Cleanliness and safety,Sanitized kitchen and tableware items,
61782961,FACILITY,Cleanliness and safety,Staff trained in safety protocol,
61782961,FACILITY,"Dining, drinking, and snacking",Bar,
61782961,FACILITY,"Dining, drinking, and snacking",Bottle of water,
61782961,FACILITY,"Dining, drinking, and snacking",Coffee shop,
61782961,FACILITY,"Dining, drinking, and snacking",Grocery delivery,
61782961,FACILITY,"Dining, drinking, and snacking",Kitchen,
61782961,FACILITY,"Dining, drinking, and snacking",Kitchenette,
61782961,FACILITY,"Dining, drinking, and snacking",Room service,
61782961,FACILITY,"Dining, drinking, and snacking",Snack bar,
61782961,FACILITY,Services and conveniences,Air conditioning in public area,
61782961,FACILITY,Services and conveniences,Concierge,
61782961,FACILITY,Services and conveniences,Contactless check-in/out,
61782961,FACILITY,Services and conveniences,Convenience store,
61782961,FACILITY,Services and conveniences,Daily housekeeping,
61782961,FACILITY,Services and conveniences,Doorman ,
61782961,FACILITY,Services and conveniences,Dry cleaning,
61782961,FACILITY,Services and conveniences,Elevator,
61782961,FACILITY,Services and conveniences,Facilities for disabled guests,
61782961,FACILITY,Services and conveniences,Food delivery,
61782961,FACILITY,Services and conveniences,Gift/souvenir shop,
61782961,FACILITY,Services and conveniences,Heating in public area,
61782961,FACILITY,Services and conveniences,Invoice provided,
61782961,FACILITY,Services and conveniences,Ironing service,
61782961,FACILITY,Services and conveniences,Laundry service,
61782961,FACILITY,Services and conveniences,Luggage storage,
61782961,FACILITY,Services and conveniences,Postal service,
61782961,FACILITY,Services and conveniences,Shared lounge/TV area,
61782961,FACILITY,Services and conveniences,Shops,
61782961,FACILITY,Services and conveniences,Smoke-free property,
61782961,FACILITY,Services and conveniences,Smoking area,
61782961,FACILITY,Services and conveniences,Terrace,
61782961,FACILITY,Services and conveniences,Xerox/fax in business center,
61782961,FACILITY,For the kids,Family/child friendly,
61782961,FACILITY,For the kids,Family room,
61782961,FACILITY,For the kids,Playground,
61782961,FACILITY,Access,Allergy-free rooms,
61782961,FACILITY,Access,CCTV in common areas,
61782961,FACILITY,Access,CCTV outside property,
61782961,FACILITY,Access,Check-in/out [express],
61782961,FACILITY,Access,Check-in/out [private],
61782961,FACILITY,Access,Check-in [24-hour],
61782961,FACILITY,Access,Couple's room,
61782961,FACILITY,Access,Filming locations,
61782961,FACILITY,Access,Fire extinguisher,
61782961,FACILITY,Access,Front desk [24-hour],
61782961,FACILITY,Access,Mirrored room,
61782961,FACILITY,Access,Non-smoking rooms,
61782961,FACILITY,Access,Pets allowed,
61782961,FACILITY,Access,Room decorations,
61782961,FACILITY,Access,Safety/security feature,
61782961,FACILITY,Access,Security [24-hour],
61782961,FACILITY,Access,Smoke alarms,
61782961,FACILITY,Access,Soundproof rooms,
61782961,FACILITY,Getting around,Airport transfer,
61782961,FACILITY,Getting around,Bicycle parking,
61782961,FACILITY,Getting around,Car park [free of charge],
61782961,FACILITY,Getting around,Car park [nearby],
61782961,FACILITY,Getting around,Car park [on-site],
61782961,FACILITY,Getting around,Rental car ,
61782961,FACILITY,Getting around,Shuttle service,
61782961,FACILITY,Getting around,Taxi service,
61782961,FACILITY,Getting around,Valet parking,
61782961,FACILITY,Available in all rooms,Air conditioning,
61782961,FACILITY,Available in all rooms,Carbon monoxide detector,
61782961,FACILITY,Available in all rooms,Closet,
61782961,FACILITY,Available in all rooms,Desk,
61782961,FACILITY,Available in all rooms,Extra long bed,
61782961,FACILITY,Available in all rooms,Free bottled water,
61782961,FACILITY,Available in all rooms,Hair dryer,
61782961,FACILITY,Available in all rooms,Hand sanitizer,
61782961,FACILITY,Available in all rooms,High floor,
61782961,FACILITY,Available in all rooms,Hypoallergenic,
61782961,FACILITY,Available in all rooms,Internet access – wireless,
61782961,FACILITY,Available in all rooms,Kettle,
61782961,FACILITY,Available in all rooms,Mini bar,
61782961,FACILITY,Available in all rooms,Mirror,
61782961,FACILITY,Available in all rooms,Non-smoking,
61782961,FACILITY,Available in all rooms,Pets allowed in room,
61782961,FACILITY,Available in all rooms,Refrigerator,
61782961,FACILITY,Available in all rooms,Shower,
61782961,FACILITY,Available in all rooms,Slippers,
61782961,FACILITY,Available in all rooms,Smoke detector,
61782961,FACILITY,Available in all rooms,Socket near the bed,
61782961,FACILITY,Available in all rooms,Telephone,
61782961,FACILITY,Available in all rooms,Towels,
61782961,FACILITY,Available in all rooms,Trash cans,
61782961,FACILITY,Available in all rooms,TV [flat screen],
61782961,FACILITY,Available in all rooms,Walk-in shower,
61782961,FACILITY,Available in all rooms,Wi-Fi [free],
61782961,FACILITY,Available in all rooms,Window,
61782961,FACILITY,Available in all rooms,Wooden/parqueted flooring,
12790732,HIGHLIGHT,topic-highlight,Ideal location,Minutes' walk to My Khe / Da Nang Beach and close to the shore; reviews report distances from under 1 minute to about 5 minutes or a three-block walk.
12790732,HIGHLIGHT,topic-highlight,Professional guest services,"Housekeeping receives repeated praise for daily cleaning, sheet/towel changes and attentive upkeep of rooms."
12790732,HIGHLIGHT,topic-highlight,Great food & dining,
12790732,HIGHLIGHT,topic-highlight,Great beach access,
12790732,HIGHLIGHT,topic-highlight,Great overall atmosphere,
12790732,HIGHLIGHT,topic-highlight,Great breakfast,"Buffet breakfast often receives praise for variety and freshness, with many guests calling it satisfying and filling."
12790732,HIGHLIGHT,topic-highlight,Top value,"Consistent value for money — many reviews call the hotel affordable, budget-friendly and well worth the price for location and amenities."
12790732,HIGHLIGHT,topic-highlight,Sparkling clean,"Rooms are generally clean and comfortable, with guests noting cozy beds, working AC and provided toiletries like slippers."
12790732,HIGHLIGHT,topic-highlight,Great swimming pool,Rooftop pool offers a pleasant spot and city views and works well for a quick dip according to several guests.
12790732,HIGHLIGHT,property-facility,Check-in [24-hour],
12790732,HIGHLIGHT,property-facility,Airport transfer,"Airport transfer available at additional charge. To request, check the box on the booking form just before the payment page."
12790732,HIGHLIGHT,beach,440 meters to the beach,
12790732,HIGHLIGHT,tourist-area,Located in Da Nang tourist area,"This neighborhood is preferred by frequent travelers. Properties here have the highest location ratings, high review scores, and lots of bookings"
12790732,HIGHLIGHT,property-facility,Free Wi-Fi in all rooms!,
12790732,HIGHLIGHT,property-facility,Daily housekeeping,
12790732,HIGHLIGHT,property-facility,Bar,
12790732,HIGHLIGHT,property-facility,Concierge,
12790732,HIGHLIGHT,room-facility,Air conditioning,
12790732,HIGHLIGHT,room-facility,Mini bar,
12790732,HIGHLIGHT,property-facility,Check-in/out [express],
12790732,FACILITY,Languages spoken,English,
12790732,FACILITY,Languages spoken,Czech,
12790732,FACILITY,Languages spoken,Korean,
12790732,FACILITY,Languages spoken,Malay,
12790732,FACILITY,Languages spoken,Russian,
12790732,FACILITY,Languages spoken,Thai,
12790732,FACILITY,Languages spoken,Vietnamese,
12790732,FACILITY,Internet access,Free Wi-Fi in all rooms!,
12790732,FACILITY,Internet access,Internet,
12790732,FACILITY,Internet access,Internet services,
12790732,FACILITY,Internet access,Wi-Fi in public areas,
12790732,FACILITY,"Things to do, ways to relax",Fitness center,
12790732,FACILITY,"Things to do, ways to relax",Gym/fitness,
12790732,FACILITY,"Things to do, ways to relax",On-site entertainment,
12790732,FACILITY,"Things to do, ways to relax",Pool with view,
12790732,FACILITY,"Things to do, ways to relax",Swimming pool,
12790732,FACILITY,"Things to do, ways to relax",Swimming pool [outdoor],
12790732,FACILITY,"Things to do, ways to relax",Ticket services,
12790732,FACILITY,"Things to do, ways to relax",Tours,
12790732,FACILITY,Cleanliness and safety,Anti-viral cleaning products,
12790732,FACILITY,Cleanliness and safety,Body thermometer,
12790732,FACILITY,Cleanliness and safety,Breakfast in room,
12790732,FACILITY,Cleanliness and safety,Breakfast takeaway service,
12790732,FACILITY,Cleanliness and safety,Cashless payment service,
12790732,FACILITY,Cleanliness and safety,Daily disinfection in all rooms,
12790732,FACILITY,Cleanliness and safety,Daily disinfection in common areas,
12790732,FACILITY,Cleanliness and safety,Doctor/nurse on call,
12790732,FACILITY,Cleanliness and safety,First aid kit,
12790732,FACILITY,Cleanliness and safety,Free face masks,
12790732,FACILITY,Cleanliness and safety,Guest rooms seal after sanitization,
12790732,FACILITY,Cleanliness and safety,Hand sanitizer,
12790732,FACILITY,Cleanliness and safety,Hot water linen and laundry washing,
12790732,FACILITY,Cleanliness and safety,Individually-wrapped food options,
12790732,FACILITY,Cleanliness and safety,Physical distancing of at least 1 meter,
12790732,FACILITY,Cleanliness and safety,Professional-grade sanitizing services,
12790732,FACILITY,Cleanliness and safety,Protective screens in common areas,
12790732,FACILITY,Cleanliness and safety,Room sanitization opt-out available,
12790732,FACILITY,Cleanliness and safety,Rooms sanitized between stays,
12790732,FACILITY,Cleanliness and safety,Sanitized kitchen and tableware items,
12790732,FACILITY,Cleanliness and safety,Staff trained in safety protocol,
12790732,FACILITY,Cleanliness and safety,Temperature check for guests and staff,
12790732,FACILITY,"Dining, drinking, and snacking",Bar,
12790732,FACILITY,"Dining, drinking, and snacking",Bottle of water,
12790732,FACILITY,"Dining, drinking, and snacking",Coffee shop,
12790732,FACILITY,"Dining, drinking, and snacking",Restaurants,
12790732,FACILITY,"Dining, drinking, and snacking",Room service,
12790732,FACILITY,Services and conveniences,Air conditioning in public area,
12790732,FACILITY,Services and conveniences,Concierge,
12790732,FACILITY,Services and conveniences,Contactless check-in/out,
12790732,FACILITY,Services and conveniences,Convenience store,
12790732,FACILITY,Services and conveniences,Daily housekeeping,
12790732,FACILITY,Services and conveniences,Doorman ,
12790732,FACILITY,Services and conveniences,Dry cleaning,
12790732,FACILITY,Services and conveniences,Elevator,
12790732,FACILITY,Services and conveniences,Food delivery,
12790732,FACILITY,Services and conveniences,Grooming service,
12790732,FACILITY,Services and conveniences,Invoice provided,
12790732,FACILITY,Services and conveniences,Ironing service,
12790732,FACILITY,Services and conveniences,Laundry service,
12790732,FACILITY,Services and conveniences,Lockers,
12790732,FACILITY,Services and conveniences,Luggage storage,
12790732,FACILITY,Services and conveniences,Postal service,
12790732,FACILITY,Services and conveniences,Safety deposit boxes,
12790732,FACILITY,Services and conveniences,Shared lounge/TV area,
12790732,FACILITY,Services and conveniences,Smoke-free property,
12790732,FACILITY,Services and conveniences,Smoking area,
12790732,FACILITY,Services and conveniences,Terrace,
12790732,FACILITY,For the kids,Family/child friendly,
12790732,FACILITY,For the kids,Family room,
12790732,FACILITY,For the kids,Kids meal,
12790732,FACILITY,Access,Allergy-free rooms,
12790732,FACILITY,Access,CCTV in common areas,
12790732,FACILITY,Access,CCTV outside property,
12790732,FACILITY,Access,Check-in/out [express],
12790732,FACILITY,Access,Check-in/out [private],
12790732,FACILITY,Access,Check-in [24-hour],
12790732,FACILITY,Access,Couple's room,
12790732,FACILITY,Access,Fire extinguisher,
12790732,FACILITY,Access,Front desk [24-hour],
12790732,FACILITY,Access,Mirrored room,
12790732,FACILITY,Access,Non-smoking rooms,
12790732,FACILITY,Access,Safety/security feature,
12790732,FACILITY,Access,Security [24-hour],
12790732,FACILITY,Access,Smoke alarms,
12790732,FACILITY,Access,Soundproof rooms,
12790732,FACILITY,Getting around,Airport transfer,
12790732,FACILITY,Getting around,Car park [free of charge],
12790732,FACILITY,Getting around,Car park [nearby],
12790732,FACILITY,Getting around,Shuttle service,
12790732,FACILITY,Getting around,Taxi service,
12790732,FACILITY,Sports equipment rental,Bicycle rental,
12790732,FACILITY,Available in all rooms,Air conditioning,
12790732,FACILITY,Available in all rooms,Closet,
12790732,FACILITY,Available in all rooms,Clothes rack,
12790732,FACILITY,Available in all rooms,Complimentary tea,
12790732,FACILITY,Available in all rooms,Free instant coffee,
12790732,FACILITY,Available in all rooms,Hair dryer,
12790732,FACILITY,Available in all rooms,Individual air conditioning,
12790732,FACILITY,Available in all rooms,Mini bar,
12790732,FACILITY,Available in all rooms,Mirror,
12790732,FACILITY,Available in all rooms,Non-smoking,
12790732,FACILITY,Available in all rooms,Refrigerator,
12790732,FACILITY,Available in all rooms,Satellite/cable channels,
12790732,FACILITY,Available in all rooms,Shower,
12790732,FACILITY,Available in all rooms,Slippers,
12790732,FACILITY,Available in all rooms,Smoke detector,
12790732,FACILITY,Available in all rooms,Socket near the bed,
12790732,FACILITY,Available in all rooms,Soundproofing,
12790732,FACILITY,Available in all rooms,Toiletries,
12790732,FACILITY,Available in all rooms,Walk-in shower,
12790732,FACILITY,Available in all rooms,Window,
611493,HIGHLIGHT,topic-highlight,Ideal location,"2–5 minute walk to My Khe / Da Nang Beach, with many restaurants, spas, convenience stores and ATMs within walking distance and the hotel on a main road in the city center."
611493,HIGHLIGHT,topic-highlight,Top value,"Many guests call the stay excellent value or economical for the price, repeatedly noting great budget value and unbeatable rates for the location."
611493,HIGHLIGHT,topic-highlight,Great food & dining,
611493,HIGHLIGHT,topic-highlight,Great beach access,
611493,HIGHLIGHT,topic-highlight,Professional guest services,
611493,HIGHLIGHT,topic-highlight,Sparkling clean,"Clean, spacious rooms and balconies appear frequently in positive comments, with multiple guests calling rooms spotless or ‘sparkling clean.’"
611493,HIGHLIGHT,topic-highlight,Great breakfast,"Breakfast often appears as a cheap, simple buffet option that many guests find good value and enjoyable."
611493,HIGHLIGHT,topic-highlight,Comfortable mattresses,Some guests praise mattress comfort and describe beds as clean and comfy.
611493,HIGHLIGHT,property-facility,Front desk [24-hour],
611493,HIGHLIGHT,beach,260 meters to the beach,
611493,HIGHLIGHT,tourist-area,Located in Da Nang tourist area,"This neighborhood is preferred by frequent travelers. Properties here have the highest location ratings, high review scores, and lots of bookings"
611493,HIGHLIGHT,property-facility,Free Wi-Fi in all rooms!,
611493,HIGHLIGHT,property-facility,Daily housekeeping,
611493,HIGHLIGHT,property-facility,Bar,
611493,HIGHLIGHT,property-facility,Sauna,
611493,HIGHLIGHT,property-facility,Steamroom,
611493,HIGHLIGHT,property-facility,Cash withdrawal,
611493,HIGHLIGHT,property-facility,Concierge,
611493,HIGHLIGHT,room-facility,Air conditioning,
611493,FACILITY,Languages spoken,English,
611493,FACILITY,Languages spoken,Chinese [Mandarin],
611493,FACILITY,Languages spoken,Vietnamese,
611493,FACILITY,Accessibility,Wheelchair accessible,
611493,FACILITY,Internet access,Free Wi-Fi in all rooms!,
611493,FACILITY,Internet access,Internet,
611493,FACILITY,Internet access,Internet [LAN],
611493,FACILITY,Internet access,Internet services,
611493,FACILITY,Internet access,Wi-Fi in public areas,
611493,FACILITY,"Things to do, ways to relax",Billiards,
611493,FACILITY,"Things to do, ways to relax",Body scrub,
611493,FACILITY,"Things to do, ways to relax",Body wrap,
611493,FACILITY,"Things to do, ways to relax",Diving,
611493,FACILITY,"Things to do, ways to relax",Fishing,
611493,FACILITY,"Things to do, ways to relax",Fitness center,
611493,FACILITY,"Things to do, ways to relax",Foot bath,
611493,FACILITY,"Things to do, ways to relax",Karaoke,
611493,FACILITY,"Things to do, ways to relax",Light therapy,
611493,FACILITY,"Things to do, ways to relax",Massage,
611493,FACILITY,"Things to do, ways to relax",Sauna,
611493,FACILITY,"Things to do, ways to relax",Snorkeling,
611493,FACILITY,"Things to do, ways to relax",Solarium,
611493,FACILITY,"Things to do, ways to relax",Spa,
611493,FACILITY,"Things to do, ways to relax",Spa/sauna,
611493,FACILITY,"Things to do, ways to relax",Steamroom,
611493,FACILITY,"Things to do, ways to relax",Ticket services,
611493,FACILITY,"Things to do, ways to relax",Tours,
611493,FACILITY,Cleanliness and safety,Anti-viral cleaning products,
611493,FACILITY,Cleanliness and safety,Cashless payment service,
611493,FACILITY,Cleanliness and safety,Daily disinfection in all rooms,
611493,FACILITY,Cleanliness and safety,Daily disinfection in common areas,
611493,FACILITY,Cleanliness and safety,Face coverings on staff,
611493,FACILITY,Cleanliness and safety,First aid kit,
611493,FACILITY,Cleanliness and safety,Free face masks,
611493,FACILITY,Cleanliness and safety,Hand sanitizer,
611493,FACILITY,Cleanliness and safety,Hot water linen and laundry washing,
611493,FACILITY,Cleanliness and safety,Individually-wrapped food options,
611493,FACILITY,Cleanliness and safety,Professional-grade sanitizing services,
611493,FACILITY,Cleanliness and safety,Protective screens in common areas,
611493,FACILITY,Cleanliness and safety,Rooms sanitized between stays,
611493,FACILITY,Cleanliness and safety,Safe dining setup,
611493,FACILITY,Cleanliness and safety,Sanitized kitchen and tableware items,
611493,FACILITY,Cleanliness and safety,Shared stationery removed,
611493,FACILITY,Cleanliness and safety,Staff trained in safety protocol,
611493,FACILITY,Cleanliness and safety,Temperature check for guests and staff,
611493,FACILITY,"Dining, drinking, and snacking",A la carte breakfast,
611493,FACILITY,"Dining, drinking, and snacking",A la carte in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Asian breakfast,
611493,FACILITY,"Dining, drinking, and snacking",Asian cuisine in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Bar,
611493,FACILITY,"Dining, drinking, and snacking",BBQ facilities,
611493,FACILITY,"Dining, drinking, and snacking",Breakfast [buffet],
611493,FACILITY,"Dining, drinking, and snacking",Buffet in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Coffee/tea in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Coffee shop,
611493,FACILITY,"Dining, drinking, and snacking",Desserts in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Full american breakfast,
611493,FACILITY,"Dining, drinking, and snacking",Grocery delivery,
611493,FACILITY,"Dining, drinking, and snacking",Happy hour,
611493,FACILITY,"Dining, drinking, and snacking",International cuisine in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Restaurant breakfast,
611493,FACILITY,"Dining, drinking, and snacking",Restaurant dinner,
611493,FACILITY,"Dining, drinking, and snacking",Restaurant lunch,
611493,FACILITY,"Dining, drinking, and snacking",Restaurants,
611493,FACILITY,"Dining, drinking, and snacking",Room service,
611493,FACILITY,"Dining, drinking, and snacking",Salad in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Shared kitchen,
611493,FACILITY,"Dining, drinking, and snacking",Soup in restaurant,
611493,FACILITY,"Dining, drinking, and snacking",Vegetarian restaurant,
611493,FACILITY,Services and conveniences,Air conditioning in public area,
611493,FACILITY,Services and conveniences,Business facilities,
611493,FACILITY,Services and conveniences,Cash withdrawal,
611493,FACILITY,Services and conveniences,Concierge,
611493,FACILITY,Services and conveniences,Convenience store,
611493,FACILITY,Services and conveniences,Currency exchange,
611493,FACILITY,Services and conveniences,Daily housekeeping,
611493,FACILITY,Services and conveniences,Doorman ,
611493,FACILITY,Services and conveniences,Dry cleaning,
611493,FACILITY,Services and conveniences,Elevator,
611493,FACILITY,Services and conveniences,Facilities for disabled guests,
611493,FACILITY,Services and conveniences,Fireplace,
611493,FACILITY,Services and conveniences,Gift/souvenir shop,
611493,FACILITY,Services and conveniences,Grooming service,
611493,FACILITY,Services and conveniences,Infirmary,
611493,FACILITY,Services and conveniences,Invoice provided,
611493,FACILITY,Services and conveniences,Ironing service,
611493,FACILITY,Services and conveniences,Laundry service,
611493,FACILITY,Services and conveniences,Lockers,
611493,FACILITY,Services and conveniences,Luggage storage,
611493,FACILITY,Services and conveniences,Meeting/banquet facilities,
611493,FACILITY,Services and conveniences,Postal service,
611493,FACILITY,Services and conveniences,Safety deposit boxes,
611493,FACILITY,Services and conveniences,Salon,
611493,FACILITY,Services and conveniences,Shared lounge/TV area,
611493,FACILITY,Services and conveniences,Shops,
611493,FACILITY,Services and conveniences,Smoke-free property,
611493,FACILITY,Services and conveniences,Smoking area,
611493,FACILITY,Services and conveniences,Terrace,
611493,FACILITY,Services and conveniences,Xerox/fax in business center,
611493,FACILITY,For the kids,Family/child friendly,
611493,FACILITY,For the kids,Family room,
611493,FACILITY,For the kids,Kids meal,
611493,FACILITY,Land sports ,Golf course (within 3 km),
611493,FACILITY,Access,Allergy-free rooms,
611493,FACILITY,Access,CCTV in common areas,
611493,FACILITY,Access,CCTV outside property,
611493,FACILITY,Access,Check-in/out [express],
611493,FACILITY,Access,Check-in/out [private],
611493,FACILITY,Access,Fire extinguisher,
611493,FACILITY,Access,Front desk [24-hour],
611493,FACILITY,Access,Non-smoking rooms,
611493,FACILITY,Access,Safety/security feature,
611493,FACILITY,Access,Security [24-hour],
611493,FACILITY,Access,Smoke alarms,
611493,FACILITY,Access,Soundproof rooms,
611493,FACILITY,Getting around,Airport transfer,
611493,FACILITY,Getting around,Bicycle parking,
611493,FACILITY,Getting around,Car park [free of charge],
611493,FACILITY,Getting around,Car park [nearby],
611493,FACILITY,Getting around,Car park [on-site],
611493,FACILITY,Getting around,Rental car ,
611493,FACILITY,Getting around,Shuttle service,
611493,FACILITY,Getting around,Taxi service,
611493,FACILITY,Getting around,Valet parking,
611493,FACILITY,Sports equipment rental,Bicycle rental,
611493,FACILITY,Available in all rooms,Accessible by elevator,
611493,FACILITY,Available in all rooms,Accessible by stairs,
611493,FACILITY,Available in all rooms,Adapted bath,
611493,FACILITY,Available in all rooms,Adapter,
611493,FACILITY,Available in all rooms,Air conditioning,
611493,FACILITY,Available in all rooms,Air purifier,
611493,FACILITY,Available in all rooms,Alarm clock,
611493,FACILITY,Available in all rooms,Baby amenities (upon request),
611493,FACILITY,Available in all rooms,Baby cot (upon request),
611493,FACILITY,Available in all rooms,Baby safety gates,
611493,FACILITY,Available in all rooms,Carbon monoxide detector,
611493,FACILITY,Available in all rooms,Cleaning products,
611493,FACILITY,Available in all rooms,Clothes rack,
611493,FACILITY,Available in all rooms,Desk,
611493,FACILITY,Available in all rooms,Electric kettle,
611493,FACILITY,Available in all rooms,Fire extinguisher,
611493,FACILITY,Available in all rooms,Free bottled water,
611493,FACILITY,Available in all rooms,Hair dryer,
611493,FACILITY,Available in all rooms,Hand sanitizer,
611493,FACILITY,Available in all rooms,Hypoallergenic,
611493,FACILITY,Available in all rooms,Individual air conditioning,
611493,FACILITY,Available in all rooms,In-room safe box,
611493,FACILITY,Available in all rooms,Internet access – wireless,
611493,FACILITY,Available in all rooms,Ironing facilities,
611493,FACILITY,Available in all rooms,Locker,
611493,FACILITY,Available in all rooms,Mini bar,
611493,FACILITY,Available in all rooms,Non-smoking,
611493,FACILITY,Available in all rooms,Private bathroom,
611493,FACILITY,Available in all rooms,Private entrance,
611493,FACILITY,Available in all rooms,Refrigerator,
611493,FACILITY,Available in all rooms,Safety/security feature,
611493,FACILITY,Available in all rooms,Satellite/cable channels,
611493,FACILITY,Available in all rooms,Seating area,
611493,FACILITY,Available in all rooms,Shower,
611493,FACILITY,Available in all rooms,Sleep comfort items,
611493,FACILITY,Available in all rooms,Slippers,
611493,FACILITY,Available in all rooms,Smoke detector,
611493,FACILITY,Available in all rooms,Socket near the bed,
611493,FACILITY,Available in all rooms,Soundproofing,
611493,FACILITY,Available in all rooms,Telephone,
611493,FACILITY,Available in all rooms,Tile/marble flooring,
611493,FACILITY,Available in all rooms,Toiletries,
611493,FACILITY,Available in all rooms,Towels,
611493,FACILITY,Available in all rooms,Trash cans,
611493,FACILITY,Available in all rooms,Wake-up service,
611493,FACILITY,Available in all rooms,Walk-in shower,
611493,FACILITY,Available in all rooms,Wi-Fi [free],
611493,FACILITY,Available in all rooms,Window,
611493,FACILITY,Available in all rooms,Wooden/parqueted flooring,
39565306,HIGHLIGHT,topic-highlight,Comfortable mattresses,"Beds and bunk spaces are often described as large, spacious and comfortable in dorms and private rooms"
39565306,HIGHLIGHT,topic-highlight,Great view,
39565306,HIGHLIGHT,topic-highlight,Great breakfast,
39565306,HIGHLIGHT,topic-highlight,Great nearby transport,
39565306,HIGHLIGHT,topic-highlight,Top value,
39565306,HIGHLIGHT,topic-highlight,Great beach access,
39565306,HIGHLIGHT,topic-highlight,Attentive host service,"Staff and volunteers are repeatedly described as friendly, welcoming and helpful—staff help with bookings, taxis and create a warm atmosphere"
39565306,HIGHLIGHT,topic-highlight,Sparkling clean,"Bathrooms, bedding and some shared spaces receive regular praise for being clean and well maintained by a diligent cleaning staff"
39565306,HIGHLIGHT,topic-highlight,Ideal location,"Short walk to local beaches and beachfront hubs is a highlight for several guests, often described as a convenient beach location"
39565306,HIGHLIGHT,topic-highlight,Great food & dining,Rooftop bar and small kitchen offer food and drinks that some guests find adequate for budget meals and handy when it rains
39565306,HIGHLIGHT,property-facility,Airport transfer,"Airport transfer available! Additional charges may apply. To request, check the box on the booking form just before the payment page."
39565306,HIGHLIGHT,beach,520 meters to the beach,
39565306,HIGHLIGHT,property-facility,Free Wi-Fi in all rooms!,
39565306,HIGHLIGHT,property-facility,Daily housekeeping,
39565306,HIGHLIGHT,property-facility,Bar,
39565306,HIGHLIGHT,property-facility,Poolside bar,
39565306,HIGHLIGHT,property-facility,Cash withdrawal,
39565306,HIGHLIGHT,room-facility,Air conditioning,
39565306,HIGHLIGHT,property-facility,Elevator,
39565306,HIGHLIGHT,property-facility,Laundry service,
39565306,FACILITY,Languages spoken,English,
39565306,FACILITY,Languages spoken,Vietnamese,
39565306,FACILITY,Accessibility,On-site accessible restaurants / lounges,
39565306,FACILITY,Internet access,Free Wi-Fi in all rooms!,
39565306,FACILITY,Internet access,Internet,
39565306,FACILITY,Internet access,Internet [LAN],
39565306,FACILITY,Internet access,Internet services,
39565306,FACILITY,Internet access,Wi-Fi in public areas,
39565306,FACILITY,"Things to do, ways to relax",Body wrap,
39565306,FACILITY,"Things to do, ways to relax",Foot bath,
39565306,FACILITY,"Things to do, ways to relax",Game room,
39565306,FACILITY,"Things to do, ways to relax",Golf course [on-site],
39565306,FACILITY,"Things to do, ways to relax",Laptop/PC rental,
39565306,FACILITY,"Things to do, ways to relax",Massage,
39565306,FACILITY,"Things to do, ways to relax",On-site entertainment,
39565306,FACILITY,"Things to do, ways to relax",Pool with view,
39565306,FACILITY,"Things to do, ways to relax",Pub crawl,
39565306,FACILITY,"Things to do, ways to relax",Spa,
39565306,FACILITY,"Things to do, ways to relax",Swimming pool [outdoor],
39565306,FACILITY,"Things to do, ways to relax",Tours,
39565306,FACILITY,"Things to do, ways to relax",Yoga room,
39565306,FACILITY,Cleanliness and safety,Anti-viral cleaning products,
39565306,FACILITY,Cleanliness and safety,Body thermometer,
39565306,FACILITY,Cleanliness and safety,Breakfast in room,
